ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_depth,helo,mailfrom,rcptto,date,from,to,in_reply_to,subject,x_originating_ip,first_received,second_received,last_reply,path,user_agent,tls,fuids,is_webmail
1331922474.100000,CCVOZb3KzZ02sbAhij,192.168.202.110,32951,192.168.22.102,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.22.102,192.168.202.110",,(empty),F
1331922474.110000,Co5PkYyz2MLHpQYDa,192.168.202.110,32953,192.168.22.102,25,1,example.com,,,,,,,,,,,,,503 5.5.1 Error: authentication not enabled,"192.168.22.102,192.168.202.110",,(empty),F
1331922596.710000,C3pkOtqjsFnmCIqg7,192.168.202.110,44748,192.168.21.203,25,1,mail.nessus.org,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.21.203,192.168.202.110",,(empty),F
1331922602.830000,CTlBMG1sJzhBleYWA1,192.168.202.110,44971,192.168.21.203,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.430000,C5OQVVoC0ExnQrTNa,192.168.202.110,45045,192.168.21.203,25,1,168.21.203,<root@[192.168.202.110]>,"root+:""|sleep 5 #""",,,,,,,,,,,451 4.3.0 <root+:|sleep 5 #>: Temporary lookup failure,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.660000,CURhN43PU8z8S4Egn8,192.168.202.110,45061,192.168.21.203,25,1,192.168.202.110,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.720000,CaRs9RrdfFtHGvNw4,192.168.202.110,45067,192.168.21.203,25,1,example.com,,,,,,,,,,,,,550 5.1.1 <random884426426>: Recipient address rejected: User unknown in local recipient table,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.720000,C5W7SdxXySLhHq9K5,192.168.202.110,45066,192.168.21.203,25,1,nessus,,,,,,,,,,,,,250 DSN,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.760000,CyYbun4yNy66i2qm2l,192.168.202.110,45070,192.168.21.203,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.780000,C98nKm1g9Eihn5cRn,192.168.202.110,45076,192.168.21.203,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.21.203,192.168.202.110",,(empty),F
1331922605.810000,CGugu63BCprbMaALPk,192.168.202.110,45080,192.168.21.203,25,1,example.com,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.203,192.168.202.110",,(empty),F
1331922612.630000,CxS0TG2fKJPDj9Hfh6,192.168.202.110,37902,192.168.22.202,25,1,mail.nessus.org,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.202,192.168.202.110",,(empty),F
1331922612.690000,CsG6kPiNM2Dximt8a,192.168.202.110,37905,192.168.22.202,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.202,192.168.202.110",,(empty),F
1331922616.050000,CHF5fn1S4ftYPDeSu,192.168.202.110,38266,192.168.22.202,25,1,168.22.202,<root@[192.168.202.110]>,"root+:""|sleep 5 #""",,,,,,,,,,,250 2.1.5 Ok,"192.168.22.202,192.168.202.110",,(empty),F
1331922617.550000,CfpC0IRTzhEQ6BcW8,192.168.202.110,38300,192.168.22.202,25,1,192.168.202.110,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.22.202,192.168.202.110",,(empty),F
1331922617.580000,CiqwME26ZMY2qZkVWb,192.168.202.110,38302,192.168.22.202,25,1,example.com,,,,,,,,,,,,,252 2.0.0 root,"192.168.22.202,192.168.202.110",,(empty),F
1331922617.580000,CgcpK238hGnokf3FZj,192.168.202.110,38301,192.168.22.202,25,1,nessus,,,,,,,,,,,,,250 DSN,"192.168.22.202,192.168.202.110",,(empty),F
1331922617.580000,C0ABQr4UfICYNjxD9g,192.168.202.110,38303,192.168.22.202,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.22.202,192.168.202.110",,(empty),F
1331922617.600000,CRtPDfSxDQ0TT89c2,192.168.202.110,38307,192.168.22.202,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.22.202,192.168.202.110",,(empty),F
1331922617.610000,CmLkKd12l8zT2bFSB7,192.168.202.110,38310,192.168.22.202,25,1,example.com,,,,,,,,,,,,,503 5.5.1 Error: authentication not enabled,"192.168.22.202,192.168.202.110",,(empty),F
1331922619.240000,CZCOp713rUc9frG4L8,192.168.202.110,39174,192.168.22.102,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.102,192.168.202.110",,(empty),F
1331922619.260000,CDxpUb3qTxop6CBnhj,192.168.202.110,39175,192.168.22.102,25,1,,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.22.102,192.168.202.110",,(empty),F
1331922622.090000,Cdgu681r60tMO3W9U9,192.168.202.110,56915,192.168.22.203,25,1,mail.nessus.org,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.203,192.168.202.110",,(empty),F
1331922622.770000,CS8fQE11KD7ZGYrkL6,192.168.202.110,56947,192.168.22.203,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.680000,CugTNa4wxtvRmw9RRf,192.168.202.110,57017,192.168.22.203,25,1,168.22.203,<root@[192.168.202.110]>,"root+:""|sleep 5 #""",,,,,,,,,,,250 2.1.5 Ok,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.790000,COKGQC40xCLbQ2WJne,192.168.202.110,57020,192.168.22.203,25,1,192.168.202.110,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.820000,CrJ8ui8TDfaCfwv78,192.168.202.110,57021,192.168.22.203,25,1,example.com,,,,,,,,,,,,,252 2.0.0 root,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.830000,CyEsI74PtnZiCC1p4l,192.168.202.110,57023,192.168.22.203,25,1,nessus,,,,,,,,,,,,,250 DSN,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.850000,C4BPde1rO4xE3bvuc1,192.168.202.110,57024,192.168.22.203,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.870000,CIZsPHRCXU37RL1X8,192.168.202.110,57028,192.168.22.203,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.22.203,192.168.202.110",,(empty),F
1331922624.880000,CjYACi31AIK4kvsyxl,192.168.202.110,57030,192.168.22.203,25,1,example.com,,,,,,,,,,,,,503 5.5.1 Error: authentication not enabled,"192.168.22.203,192.168.202.110",,(empty),F
1331922682.640000,CjGIjzQPKzbFHZe17,192.168.202.110,49411,192.168.21.203,25,1,,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.203,192.168.202.110",,(empty),F
1331922757.380000,CEYZv1iBZq3CbnbE4,192.168.202.110,45829,192.168.22.202,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.202,192.168.202.110",,(empty),F
1331922757.400000,CLIfyaeDYejBzbtV8,192.168.202.110,45833,192.168.22.202,25,1,,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.22.202,192.168.202.110",,(empty),F
1331922763.910000,CqKlrA1RJSkwH4mqo8,192.168.202.110,36284,192.168.22.203,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.22.203,192.168.202.110",,(empty),F
1331922763.920000,CRArFu1243k44cmQP8,192.168.202.110,36285,192.168.22.203,25,1,,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.22.203,192.168.202.110",,(empty),F
1331926897.750000,CAEefSq1q59Yjyq72,192.168.204.45,58902,192.168.21.203,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.21.203,192.168.204.45",,(empty),F
1331934113.320000,CoaCNO15AyBWuixxRl,192.168.204.45,34299,192.168.26.102,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.102,192.168.204.45",,(empty),F
1331934472.040000,Cm2p8x35mId0xXhZo2,192.168.204.45,58126,192.168.26.203,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.203,192.168.204.45",,(empty),F
1331934472.690000,CrIVqF3dY6AMfaiET3,192.168.204.45,33919,192.168.26.202,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.202,192.168.204.45",,(empty),F
1331992703.910000,C6X9963GUsHC8ikpHi,192.168.204.45,60405,192.168.25.203,25,1,(empty),,,,,,,,,,,,,501 Syntax: EHLO hostname,"192.168.25.203,192.168.204.45",,(empty),F
1331992711.470000,CF39DG1hsLtexV5ng6,192.168.204.45,60417,192.168.25.203,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.25.203,192.168.204.45",,(empty),F
1331996566.070000,CGEd4z38vvpRBIQapi,192.168.202.140,57925,192.168.26.203,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.203,192.168.202.140",,(empty),F
1331996566.280000,CqOWEy4zid6H0sY56b,192.168.202.140,51978,192.168.26.202,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.202,192.168.202.140",,(empty),F
1331996569.480000,C7hDJ34aBRV3sIOZ4e,192.168.202.140,36834,192.168.26.102,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.102,192.168.202.140",,(empty),F
1331997414.210000,CbZmCT1BEzVSbnze12,192.168.202.140,37179,192.168.22.203,25,1,,,,,,,,,,,,,,,"192.168.22.203,192.168.202.140",,(empty),F
1331997406.680000,CJ2JAD1xjlbbUHKVzj,192.168.202.140,37123,192.168.22.203,25,1,(empty),,,,,,,,,,,,,220 *****************************************,"192.168.22.203,192.168.202.140",,(empty),F
1331997889.860000,CqWB6k4nsmBcs8S0Uc,192.168.202.140,59745,192.168.26.203,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.203,192.168.202.140",,(empty),F
1331997907.300000,C3bzIB3yPJz2olFXxf,192.168.202.140,38605,192.168.26.102,25,1,example.org,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.26.102,192.168.202.140",,(empty),F
1332001618.110000,C9eVSdLeaYe9ubJ44,192.168.202.79,37958,192.168.229.251,25,1,nmap.scanme.org,,,,,,,,,,,,,221 2.0.0 Exchange.hec.net Service closing transmission channel,"192.168.229.251,192.168.202.79",,(empty),F
1332001618.390000,CahXLT1sXslSvZDHy2,192.168.202.79,37999,192.168.229.251,25,1,example.org,,,,,,,,,,,,,221 2.0.0 Exchange.hec.net Service closing transmission channel,"192.168.229.251,192.168.202.79",,(empty),F
1332008157.820000,CUUTk53vn4smwUpRAi,192.168.202.138,35730,192.168.21.102,25,1,mail.nessus.org,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.21.102,192.168.202.138",,(empty),F
1332008162.950000,CHLcmF2gSxeF7y96fk,192.168.202.138,35824,192.168.21.102,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.490000,CXnm354RzYmBx1pu0f,192.168.202.138,36048,192.168.21.102,25,1,168.21.102,<root@[192.168.202.138]>,"root+:""|sleep 5 #""",,,,,,,,,,,451 4.3.0 <root+:|sleep 5 #>: Temporary lookup failure,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.560000,ClqL7r29aA7CCQIHVl,192.168.202.138,36051,192.168.21.102,25,1,192.168.202.138,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.660000,Cc7VGl3af1HsRw9NZ,192.168.202.138,36052,192.168.21.102,25,1,nessus,,,,,,,,,,,,,250 DSN,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.700000,CvgFgg28EdUWuUzZ9,192.168.202.138,36054,192.168.21.102,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.680000,CERHFm1ajZBpbbFr15,192.168.202.138,36053,192.168.21.102,25,1,example.com,,,,,,,,,,,,,550 5.1.1 <random457641004>: Recipient address rejected: User unknown in local recipient table,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.760000,CR3zGAMLdpmNgsNT6,192.168.202.138,36058,192.168.21.102,25,1,,,,,,,,,,,,,,502 5.5.2 Error: command not recognized,"192.168.21.102,192.168.202.138",,(empty),F
1332008186.970000,CTjlgc2KKuLjKtxQc,192.168.202.138,36060,192.168.21.102,25,1,example.com,,,,,,,,,,,,,503 5.5.1 Error: authentication not enabled,"192.168.21.102,192.168.202.138",,(empty),F
1332008203.500000,CazcYF2JrQTo2WJAKb,192.168.202.138,37089,192.168.21.102,25,1,example.com,,,,,,,,,,,,,250 ubuntu.localdomain,"192.168.21.102,192.168.202.138",,(empty),F
1332008203.530000,CMGufH3VtUXnJgMVXf,192.168.202.138,37090,192.168.21.102,25,1,,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.102,192.168.202.138",,(empty),F
1332014961.980000,C6tX6E4iOVm9wo6hT3,192.168.202.136,36102,192.168.21.102,25,1,nmap.scanme.org,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.102,192.168.202.136",,(empty),F
1332014962.270000,CGmztB2nPZQuvZJfki,192.168.202.136,36123,192.168.21.102,25,1,example.org,,,,,,,,,,,,,221 2.0.0 Bye,"192.168.21.102,192.168.202.136",,(empty),F
