ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,user,password,command,arg,mime_type,file_size,reply_code,reply_msg,passive,orig_h,resp_h,resp_p,fuid
1331906991.120000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,136,232).",T,192.168.202.102,192.168.27.101,35048,F7U2ye1AYK5GAtbPni
1331906991.120000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/concurrency/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/concurrency/.ftpdNzu8bx: Operation not permitted,,,,,F7U2ye1AYK5GAtbPni
1331906991.120000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,195,34).",T,192.168.202.102,192.168.27.101,49954,F7U2ye1AYK5GAtbPni
1331906991.170000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/contrib/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/contrib/.ftpdNzu8bx: Operation not permitted,,,,,F7U2ye1AYK5GAtbPni
1331906991.170000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,226,212).",T,192.168.202.102,192.168.27.101,58068,F7U2ye1AYK5GAtbPni
1331906991.170000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/contrib/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/contrib/.ftpdNzu8bx: Operation not permitted,,,,,F7U2ye1AYK5GAtbPni
1331906991.180000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,154,23).",T,192.168.202.102,192.168.27.101,39447,F7U2ye1AYK5GAtbPni
1331906991.250000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/db/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/db/.ftpdNzu8bx: Operation not permitted,,,,,F7U2ye1AYK5GAtbPni
1331906991.250000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,131,187).",T,192.168.202.102,192.168.27.101,33723,F7U2ye1AYK5GAtbPni
1331906991.250000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/db/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/db/.ftpdNzu8bx: Operation not permitted,,,,,F7U2ye1AYK5GAtbPni
1331906991.250000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,136,16).",T,192.168.202.102,192.168.27.101,34832,F7U2ye1AYK5GAtbPni
1331906991.690000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/events/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/events/.ftpdNzu8bx: Operation not permitted,,,,,FdqSJ43EmPLGTX37ul
1331906991.700000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,text/plain,,227,"Entering Passive Mode (192,168,27,101,225,90).",T,192.168.202.102,192.168.27.101,57690,Fr0Mix22XjG8IlAP9j
1331906991.970000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/events/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/events/.ftpdNzu8bx: Operation not permitted,,,,,Fr0Mix22XjG8IlAP9j
1331906991.980000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,224,0).",T,192.168.202.102,192.168.27.101,57344,Fr0Mix22XjG8IlAP9j
1331906991.990000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/execute/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/execute/.ftpdNzu8bx: Operation not permitted,,,,,Fr0Mix22XjG8IlAP9j
1331906991.990000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,173,143).",T,192.168.202.102,192.168.27.101,44431,Fr0Mix22XjG8IlAP9j
1331906992.000000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/execute/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/execute/.ftpdNzu8bx: Operation not permitted,,,,,Fr0Mix22XjG8IlAP9j
1331906992.000000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,201,133).",T,192.168.202.102,192.168.27.101,51589,Fr0Mix22XjG8IlAP9j
1331906992.020000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/loaders/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/loaders/.ftpdNzu8bx: Operation not permitted,,,,,Fr0Mix22XjG8IlAP9j
1331906992.030000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,135,202).",T,192.168.202.102,192.168.27.101,34762,Fr0Mix22XjG8IlAP9j
1331906992.030000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/loaders/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/loaders/.ftpdNzu8bx: Operation not permitted,,,,,Fr0Mix22XjG8IlAP9j
1331906992.030000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,197,55).",T,192.168.202.102,192.168.27.101,50487,Fr0Mix22XjG8IlAP9j
1331906992.090000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/security/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/security/.ftpdNzu8bx: Operation not permitted,,,,,Fr0Mix22XjG8IlAP9j
1331906992.090000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,text/plain,,227,"Entering Passive Mode (192,168,27,101,138,230).",T,192.168.202.102,192.168.27.101,35558,FI5xRB2kF3APsiXC92
1331906992.100000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/security/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/security/.ftpdNzu8bx: Operation not permitted,,,,,FI5xRB2kF3APsiXC92
1331906992.100000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,207,163).",T,192.168.202.102,192.168.27.101,53155,FI5xRB2kF3APsiXC92
1331906992.110000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/task/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/task/.ftpdNzu8bx: Operation not permitted,,,,,FI5xRB2kF3APsiXC92
1331906992.110000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,231,48).",T,192.168.202.102,192.168.27.101,59184,FI5xRB2kF3APsiXC92
1331906992.110000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/task/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/task/.ftpdNzu8bx: Operation not permitted,,,,,FI5xRB2kF3APsiXC92
1331906992.110000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,220,227).",T,192.168.202.102,192.168.27.101,56547,FI5xRB2kF3APsiXC92
1331906992.140000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/tests/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/tests/.ftpdNzu8bx: Operation not permitted,,,,,FTL1QtM7pwWG5ifTj
1331906992.140000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,222,174).",T,192.168.202.102,192.168.27.101,57006,FTL1QtM7pwWG5ifTj
1331906992.160000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/tests/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/tests/.ftpdNzu8bx: Operation not permitted,,,,,FTL1QtM7pwWG5ifTj
1331906992.160000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,133,68).",T,192.168.202.102,192.168.27.101,34116,FTL1QtM7pwWG5ifTj
1331906992.290000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/utils/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/utils/.ftpdNzu8bx: Operation not permitted,,,,,FNJpv6LOZR2ZGEUPd
1331906992.290000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,203,29).",T,192.168.202.102,192.168.27.101,51997,FNJpv6LOZR2ZGEUPd
1331906992.300000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/utils/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/utils/.ftpdNzu8bx: Operation not permitted,,,,,FNJpv6LOZR2ZGEUPd
1331906992.300000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,139,48).",T,192.168.202.102,192.168.27.101,35632,FNJpv6LOZR2ZGEUPd
1331906992.330000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/worker/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/worker/.ftpdNzu8bx: Operation not permitted,,,,,FSYDu81R4sY9Z9GTth
1331906992.330000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,133,141).",T,192.168.202.102,192.168.27.101,34189,FSYDu81R4sY9Z9GTth
1331906992.330000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/celery/worker/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/celery/worker/.ftpdNzu8bx: Operation not permitted,,,,,FSYDu81R4sY9Z9GTth
1331906992.330000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,222,30).",T,192.168.202.102,192.168.27.101,56862,FSYDu81R4sY9Z9GTth
1331906992.340000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/dateutil/zoneinfo/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/dateutil/zoneinfo/.ftpdNzu8bx: Operation not permitted,,,,,FbZc6t2arT7pE46tMe
1331906992.350000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,228,142).",T,192.168.202.102,192.168.27.101,58510,FbZc6t2arT7pE46tMe
1331906992.360000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/dateutil/zoneinfo/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/dateutil/zoneinfo/.ftpdNzu8bx: Operation not permitted,,,,,FbZc6t2arT7pE46tMe
1331906992.360000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,133,65).",T,192.168.202.102,192.168.27.101,34113,FbZc6t2arT7pE46tMe
1331906992.380000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/flask/ext/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/flask/ext/.ftpdNzu8bx: Operation not permitted,,,,,FbZc6t2arT7pE46tMe
1331906992.380000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,236,105).",T,192.168.202.102,192.168.27.101,60521,FbZc6t2arT7pE46tMe
1331906992.390000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/flask/ext/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/flask/ext/.ftpdNzu8bx: Operation not permitted,,,,,FbZc6t2arT7pE46tMe
1331906992.390000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,140,124).",T,192.168.202.102,192.168.27.101,35964,FbZc6t2arT7pE46tMe
1331906992.400000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/flask/testsuite/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/flask/testsuite/.ftpdNzu8bx: Operation not permitted,,,,,FbZc6t2arT7pE46tMe
1331906992.400000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,169,107).",T,192.168.202.102,192.168.27.101,43371,FbZc6t2arT7pE46tMe
1331906992.400000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/flask/testsuite/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/flask/testsuite/.ftpdNzu8bx: Operation not permitted,,,,,FbZc6t2arT7pE46tMe
1331906992.400000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,226,19).",T,192.168.202.102,192.168.27.101,57875,FbZc6t2arT7pE46tMe
1331906992.480000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/flaskext/wtf/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/flaskext/wtf/.ftpdNzu8bx: Operation not permitted,,,,,FxdJXB1iaoU50ygwW3
1331906992.480000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,160,178).",T,192.168.202.102,192.168.27.101,41138,FxdJXB1iaoU50ygwW3
1331906992.490000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/flaskext/wtf/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/flaskext/wtf/.ftpdNzu8bx: Operation not permitted,,,,,FxdJXB1iaoU50ygwW3
1331906992.490000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,220,121).",T,192.168.202.102,192.168.27.101,56441,FxdJXB1iaoU50ygwW3
1331906992.540000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/app/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/app/.ftpdNzu8bx: Operation not permitted,,,,,FxdJXB1iaoU50ygwW3
1331906992.540000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,234,164).",T,192.168.202.102,192.168.27.101,60068,FxdJXB1iaoU50ygwW3
1331906992.540000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/app/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/app/.ftpdNzu8bx: Operation not permitted,,,,,FxdJXB1iaoU50ygwW3
1331906992.540000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,207,217).",T,192.168.202.102,192.168.27.101,53209,FxdJXB1iaoU50ygwW3
1331906992.660000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/http/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/http/.ftpdNzu8bx: Operation not permitted,,,,,FxdJXB1iaoU50ygwW3
1331906992.680000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,178,210).",T,192.168.202.102,192.168.27.101,45778,FxdJXB1iaoU50ygwW3
1331906992.680000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/http/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/http/.ftpdNzu8bx: Operation not permitted,,,,,FxdJXB1iaoU50ygwW3
1331906992.680000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,183,37).",T,192.168.202.102,192.168.27.101,46885,FxdJXB1iaoU50ygwW3
1331906992.730000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/management/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/management/.ftpdNzu8bx: Operation not permitted,,,,,FEvnp04MHbsKxcEs7j
1331906992.740000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,139,27).",T,192.168.202.102,192.168.27.101,35611,FEvnp04MHbsKxcEs7j
1331906992.740000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/management/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/management/.ftpdNzu8bx: Operation not permitted,,,,,FEvnp04MHbsKxcEs7j
1331906992.740000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,174,190).",T,192.168.202.102,192.168.27.101,44734,FEvnp04MHbsKxcEs7j
1331906992.750000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/workers/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/workers/.ftpdNzu8bx: Operation not permitted,,,,,FEvnp04MHbsKxcEs7j
1331906992.750000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,234,220).",T,192.168.202.102,192.168.27.101,60124,FEvnp04MHbsKxcEs7j
1331906992.760000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/gunicorn/workers/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/gunicorn/workers/.ftpdNzu8bx: Operation not permitted,,,,,FEvnp04MHbsKxcEs7j
1331906992.760000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,214,21).",T,192.168.202.102,192.168.27.101,54805,FEvnp04MHbsKxcEs7j
1331906992.780000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/jinja2/_markupsafe/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/jinja2/_markupsafe/.ftpdNzu8bx: Operation not permitted,,,,,FbHvY6rnwlBT1tNv9
1331906992.780000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,234,179).",T,192.168.202.102,192.168.27.101,60083,FbHvY6rnwlBT1tNv9
1331906992.790000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/jinja2/_markupsafe/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/jinja2/_markupsafe/.ftpdNzu8bx: Operation not permitted,,,,,FbHvY6rnwlBT1tNv9
1331906992.790000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,211,54).",T,192.168.202.102,192.168.27.101,54070,FbHvY6rnwlBT1tNv9
1331906992.820000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/jinja2/testsuite/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/jinja2/testsuite/.ftpdNzu8bx: Operation not permitted,,,,,FbHvY6rnwlBT1tNv9
1331906992.830000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,144,238).",T,192.168.202.102,192.168.27.101,37102,FbHvY6rnwlBT1tNv9
1331906992.830000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/jinja2/testsuite/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/jinja2/testsuite/.ftpdNzu8bx: Operation not permitted,,,,,FbHvY6rnwlBT1tNv9
1331906992.830000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,201,163).",T,192.168.202.102,192.168.27.101,51619,FbHvY6rnwlBT1tNv9
1331906992.860000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/kombu/tests/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/kombu/tests/.ftpdNzu8bx: Operation not permitted,,,,,FGK7nx33Z9PEiDWcMk
1331906992.860000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,132,18).",T,192.168.202.102,192.168.27.101,33810,FGK7nx33Z9PEiDWcMk
1331906992.870000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,STOR,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/kombu/tests/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/kombu/tests/.ftpdNzu8bx: Operation not permitted,,,,,FGK7nx33Z9PEiDWcMk
1331906992.870000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,215,203).",T,192.168.202.102,192.168.27.101,55243,FGK7nx33Z9PEiDWcMk
1331906992.970000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,DELE,ftp://192.168.27.101/dept/env/lib/python2.7/site-packages/kombu/transport/.ftpdNzu8bx,,,550,/dept/env/lib/python2.7/site-packages/kombu/transport/.ftpdNzu8bx: Operation not permitted,,,,,FHkpTE4roRcSFlwsIi
1331906992.970000,CZE7uN395NM5grp2Jh,192.168.202.102,3885,192.168.27.101,21,ftp,password@example.com,PASV,,,,227,"Entering Passive Mode (192,168,27,101,186,231).",T,192.168.202.102,192.168.27.101,47847,FHkpTE4roRcSFlwsIi
